% Model:              emptyRoomFreq_itteratePermandCond.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 5 2023, 18:27
% Table:              Table 5 - Point Evaluation 1
% freq (MHz)             Point average: Electric field norm (V/m)
73.7                     139.116027933033
73.70505050505051        139.116027933033
73.71010101010101        145.71287397592928
73.71515151515152        145.71287397592928
73.72020202020202        155.39392470743476
73.72525252525253        162.79264618453888
73.73030303030303        162.79264618453888
73.73535353535354        171.09315977118584
73.74040404040404        179.4819461977093
73.74545454545455        179.4819461977093
73.75050505050505        190.26293562871294
73.75555555555556        201.48027412413566
73.76060606060607        201.7026763241691
73.76565656565657        217.51714248092063
73.77070707070708        217.51714248092057
73.77575757575758        238.25697306604422
73.78080808080809        238.2447175044512
73.78585858585859        263.38052486325006
73.7909090909091         270.86941515598147
73.7959595959596         294.4672164926581
73.8010101010101         302.6755990447528
73.80606060606061        333.73697385825227
73.81111111111112        358.123691831642
73.81616161616162        385.534838127904
73.82121212121213        417.79855743277955
73.82626262626263        455.98927854312876
73.83131313131314        501.84183749669876
73.83636363636364        557.9072587754608
73.84141414141415        627.9832851344472
73.84646464646465        717.960789851625
73.85151515151516        842.5058119511376
73.85656565656566        1014.2580411690785
73.86161616161617        1273.843867771445
73.86666666666667        1711.4401964466474
73.87171717171718        2614.6590730928947
73.87676767676768        5504.888035586963
73.88181818181819        42081.39984294993
73.8868686868687         4502.3061836817915
73.8919191919192         2363.5587009964333
73.8969696969697         1600.007687573599
73.90202020202021        1212.946951897371
73.90707070707072        972.4318603422748
73.91212121212122        813.2693073900462
73.91717171717173        708.2771106273975
73.92222222222223        611.5030348698516
73.92727272727274        543.268607329287
73.93232323232324        490.38782978632656
73.93737373737375        446.45373552673203
73.94242424242425        409.62248586762337
73.94747474747476        378.3975702261313
73.95252525252525        351.5848009278253
73.95757575757575        328.31074939298685
73.96262626262626        307.9203689402131
73.96767676767676        299.29187274452977
73.97272727272727        273.99646896672266
73.97777777777777        266.2053974601265
73.98282828282828        246.62976156053477
73.98787878787878        239.78180868420353
73.99292929292929        224.29557585381224
73.9979797979798         224.29557585381224
74.0030303030303         205.67668826938117
74.0080808080808         205.67668826938117
74.01313131313131        194.9810229058254
74.01818181818182        183.73412154681418
74.02323232323232        174.81285227819478
74.02828282828283        174.81285227819475
74.03333333333333        166.07415680767198
74.03838383838384        158.52624474426273
74.04343434343434        158.52624474426273
74.04848484848485        150.53878986183165
74.05353535353535        150.53878986183165
74.05858585858586        141.52440667043714
74.06363636363636        141.52440667043714
74.06868686868687        133.35319638762485
74.07373737373737        133.35319638762485
74.07878787878788        126.53727662434065
74.08383838383838        126.53727662434065
74.08888888888889        120.51549535170915
74.0939393939394         120.51549535170915
74.0989898989899         114.95749103569275
74.1040404040404         114.95749103569275
74.10909090909091        114.58040815704607
74.11414141414141        107.80682607641795
74.11919191919192        107.80682607641795
74.12424242424242        102.76367531639198
74.12929292929293        102.76367531639198
74.13434343434344        102.76367531639198
74.13939393939394        97.17423776201589
74.14444444444445        97.1742377620159
74.14949494949495        97.17423776201589
74.15454545454546        91.64747186308024
74.15959595959596        91.64747186308024
74.16464646464647        91.64747186308024
74.16969696969697        86.78359761287135
74.17474747474748        86.78359761287133
74.17979797979798        86.78359761287133
74.18484848484849        82.48003101926841
74.18989898989899        82.48003101926841
74.1949494949495         82.48003101926841
74.2                     81.94586774116834
