% Model:              emptyRoomFreq_itteratePermandCond.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 5 2023, 18:39
% Table:              Table 5 - Point Evaluation 1
% freq (MHz)                                      Point average: Electric field norm (V/m)
73.7                                              157.30196263299175
73.70505050505051                                 162.3239421294116
73.71010101010101                                 167.69093422358898
73.71515151515152                                 173.41842065506123
73.72020202020202                                 179.54791614469872
73.72525252525253                                 186.12257388905752
73.73030303030303                                 193.19180167548342
73.73535353535354                                 200.81247740281037
73.74040404040404                                 209.05035327098102
73.74545454545455                                 217.9818085949798
73.75050505050505                                 227.69602162370387
73.75555555555556                                 238.29767506121703
73.76060606060607                                 249.91034629607324
73.76565656565657                                 262.71578717857335
73.77070707070708                                 276.82689494085173
73.77575757575758                                 292.4841011177052
73.78080808080809                                 309.94341683579484
73.78585858585859                                 329.51664939506196
73.7909090909091                                  351.5860623452829
73.7959595959596                                  376.62274284662345
73.8010101010101                                  405.2094096418052
73.80606060606061                                 438.06745195713955
73.81111111111112                                 476.08586255415065
73.81616161616162                                 520.3441976954798
73.82121212121213                                 572.1084052661034
73.82626262626263                                 632.7480413764252
73.83131313131314                                 703.4972880154688
73.83636363636364                                 784.6282075693307
73.84141414141415                                 874.0936589368972
73.84646464646465                                 964.8581124607923
73.85151515151516                                 1042.3472556635297
73.85656565656566                                 1086.204371378511
73.86161616161617                                 1080.998656709868
73.86666666666667                                 1028.6886029292427
73.87171717171718                                 946.8748798589585
73.87676767676768                                 855.3324805617563
73.88181818181819                                 767.0539679161584
73.8868686868687                                  687.8445128456242
73.8919191919192                                  619.1201996679563
73.8969696969697                                  560.3723585629481
73.90202020202021                                 510.07140708460054
73.90707070707072                                 467.11948910612057
73.91212121212122                                 430.1833666205642
73.91717171717173                                 398.2206034641294
73.92222222222223                                 370.3769175992317
73.92727272727274                                 345.9600684619559
73.93232323232324                                 324.41099223519956
73.93737373737375                                 305.27748798777844
73.94242424242425                                 288.1922808499282
73.94747474747476                                 272.85542833273246
73.95252525252525                                 259.0204592186281
73.95757575757575                                 246.48353227622798
73.96262626262626                                 235.1741265377435
73.96767676767676                                 224.63114119937958
73.97272727272727                                 215.07571085167356
73.97777777777777                                 206.2885624952015
73.98282828282828                                 198.17809208565617
73.98787878787878                                 190.67116817193747
73.99292929292929                                 183.70395877386204
73.9979797979798                                  177.2211460740758
74.0030303030303                                  171.17462010608318
74.0080808080808                                  165.5223546477116
74.01313131313131                                 160.22748770602897
74.01818181818182                                 155.2575618493595
74.02323232323232                                 150.58389303130403
74.02828282828283                                 146.18104362167756
74.03333333333333                                 142.0263803683744
74.03838383838384                                 138.0997019236646
74.04343434343434                                 134.38292363028833
74.04848484848485                                 130.8598096560597
74.05353535353535                                 127.51574445831437
74.05858585858586                                 124.33753706341778
74.06363636363636                                 121.31325283508542
74.06868686868687                                 118.43206836582559
74.07373737373737                                 115.68414589275089
74.07878787878788                                 113.06052426184559
74.08383838383838                                 110.55302396601651
74.08888888888889                                 108.15416419725928
74.0939393939394                                  105.85709018367788
74.0989898989899                                  103.6555093647529
74.1040404040404                                  101.54363517966517
74.10909090909091                                 99.51613743674946
74.11414141414141                                 97.56809838583315
74.11919191919192                                 95.6949737464215
74.12424242424242                                 93.89255805580649
74.12929292929293                                 92.15695378858456
74.13434343434344                                 90.48454378142574
74.13939393939394                                 88.87196655753088
74.14444444444445                                 87.4603168427009
74.14949494949495                                 85.81421865082953
74.15454545454546                                 84.48957318622205
74.15959595959596                                 82.96067804892725
74.16464646464647                                 81.71582384072317
74.16969696969697                                 80.31920891534526
74.17474747474748                                 79.02322355372031
74.17979797979798                                 77.79632914302202
74.18484848484849                                 76.60576478572521
74.18989898989899                                 75.44921992831169
74.1949494949495                                  74.32733933311904
74.2                                              73.23882901431438
