% Model:              emptyRoomFreq_itteratePermandCond.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 5 2023, 18:10
% Table:              Table 5 - Point Evaluation 1
% freq (MHz)                                      Point average: Electric field norm (V/m)
73.7                                              140.64852677707182
73.70505050505051                                 143.93653978065345
73.71010101010101                                 148.97884120966467
73.71515151515152                                 152.517997517282
73.72020202020202                                 158.3731383679168
73.72525252525253                                 162.2642224887859
73.73030303030303                                 169.04320513547722
73.73535353535354                                 174.95678400240004
73.74040404040404                                 181.27606389562337
73.74545454545455                                 188.08026696303133
73.75050505050505                                 195.41831230780141
73.75555555555556                                 203.35516853627556
73.76060606060607                                 211.9672205850194
73.76565656565657                                 221.34435287057264
73.77070707070708                                 231.5931280716966
73.77575757575758                                 242.84084476462345
73.78080808080809                                 255.2408324718264
73.78585858585859                                 268.97945425230625
73.7909090909091                                  284.2854938364894
73.7959595959596                                  301.44292884607654
73.8010101010101                                  320.8086012577405
73.80606060606061                                 342.83711562420837
73.81111111111112                                 368.1166474435978
73.81616161616162                                 397.4216388025507
73.82121212121213                                 431.79237756349494
73.82626262626263                                 473.07196163598644
73.83131313131314                                 522.6706985968793
73.83636363636364                                 583.888109695295
73.84141414141415                                 661.3407030054801
73.84646464646465                                 762.4508332659233
73.85151515151516                                 899.9568029284167
73.85656565656566                                 1097.6658459601913
73.86161616161617                                 1406.4968136975167
73.86666666666667                                 1952.4995252545164
73.87171717171718                                 3161.323103970899
73.87676767676768                                 7315.861809308624
73.88181818181819                                 7367.021517033433
73.8868686868687                                  3174.14393123525
73.8919191919192                                  1956.9513492164228
73.8969696969697                                  1407.717064933216
73.90202020202021                                 1098.3280905568786
73.90707070707072                                 900.7446330591248
73.91212121212122                                 761.9968220112703
73.91717171717173                                 660.7507696843205
73.92222222222223                                 583.1970845043998
73.92727272727274                                 521.9008273829025
73.93232323232324                                 472.2433881020951
73.93737373737375                                 431.20098416203444
73.94242424242425                                 397.64444218543167
73.94747474747476                                 367.17172418555356
73.95252525252525                                 341.81453047460053
73.95757575757575                                 319.8047195027012
73.96262626262626                                 300.433123362261
73.96767676767676                                 283.2678925289413
73.97272727272727                                 267.95505863323854
73.97777777777777                                 254.21037625836956
73.98282828282828                                 241.80503123484237
73.98787878787878                                 230.55263337609102
73.99292929292929                                 220.2998024048757
73.9979797979798                                  210.9191823401294
74.0030303030303                                  202.30415349310968
74.0080808080808                                  194.3647813324655
74.01313131313131                                 187.02467829712558
74.01818181818182                                 180.2185475176287
74.02323232323232                                 173.89024180897647
74.02828282828283                                 167.9912162109275
74.03333333333333                                 163.91668359883738
74.03838383838384                                 157.32355273343038
74.04343434343434                                 153.62207049544628
74.04848484848485                                 147.9223125690366
74.05353535353535                                 144.5599309818565
74.05858585858586                                 140.058930718276
74.06363636363636                                 135.70164111808216
74.06868686868687                                 132.0232963299445
74.07373737373737                                 128.70357826000293
74.07878787878788                                 125.47908570226953
74.08383838383838                                 122.36623257286804
74.08888888888889                                 119.40886099428567
74.0939393939394                                  116.60133383241313
74.0989898989899                                  113.92401299888274
74.1040404040404                                  111.36551875321105
74.10909090909091                                 108.91926249653598
74.11414141414141                                 106.5786664847729
74.11919191919192                                 104.33697495016884
74.12424242424242                                 102.18796789782488
74.12929292929293                                 100.12603687241473
74.13434343434344                                 98.14603461869417
74.13939393939394                                 96.24319922680387
74.14444444444445                                 94.41312637604702
74.14949494949495                                 92.65174144228705
74.15454545454546                                 90.95526887900171
74.15959595959596                                 89.32020463529281
74.16464646464647                                 87.74329218496389
74.16969696969697                                 87.56584157533578
74.17474747474748                                 84.88294334217511
74.17979797979798                                 83.23221729518664
74.18484848484849                                 83.23221729518664
74.18989898989899                                 80.7381937617069
74.1949494949495                                  79.25962339277604
74.2                                              79.25962339277604
