% Model:              emptyRoomFreq_itteratePermandCond.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 5 2023, 19:02
% Table:              Table 5 - Point Evaluation 1
% freq (MHz)             Point average: Electric field norm (V/m)
73.7                     139.4401845688011
73.70505050505051        139.4401845688011
73.71010101010101        145.99138385536378
73.71515151515152        152.36503861303535
73.72020202020202        157.41969038541683
73.72525252525253        161.92900063719728
73.73030303030303        167.0917542650838
73.73535353535354        172.95179843564955
73.74040404040404        179.26318002515606
73.74545454545455        185.91968653758795
73.75050505050505        193.0101227318781
73.75555555555556        200.67848036506413
73.76060606060607        209.0247414353336
73.76565656565657        218.3685754062452
73.77070707070708        224.3716572898285
73.77575757575758        239.2136153330009
73.78080808080809        251.34696462775744
73.78585858585859        264.60871541734724
73.7909090909091         279.4085235939115
73.7959595959596         295.9704220469032
73.8010101010101         314.6237208961367
73.80606060606061        335.7913326554602
73.81111111111112        360.01734215843044
73.81616161616162        388.0143665436521
73.82121212121213        420.73411160369005
73.82626262626263        459.47607508036384
73.83131313131314        506.060751029889
73.83636363636364        563.1159075924932
73.84141414141415        636.0488177140551
73.84646464646465        729.2343341966355
73.85151515151516        854.418491843643
73.85656565656566        1031.4844390036424
73.86161616161617        1300.9834682218634
73.86666666666667        1760.1917559449016
73.87171717171718        2728.021999077547
73.87676767676768        6002.717627961843
73.88181818181819        21166.875159297433
73.8868686868687         4159.710542717912
73.8919191919192         2268.734494800179
73.8969696969697         1556.7223132267484
73.90202020202021        1187.923347510152
73.90707070707072        956.4659357278097
73.91212121212122        802.0901255089967
73.91717171717173        690.5385863208454
73.92222222222223        606.1788009933789
73.92727272727274        543.4899340466449
73.93232323232324        486.6484606973029
73.93737373737375        442.8978636825654
73.94242424242425        406.77738135460316
73.94747474747476        375.98495624158943
73.95252525252525        349.4971051539906
73.95757575757575        326.4893879708706
73.96262626262626        306.3180126705607
73.96767676767676        288.4896503031657
73.97272727272727        272.61925537432126
73.97777777777777        258.40158123634626
73.98282828282828        245.59159190435335
73.98787878787878        233.99034948884764
73.99292929292929        227.61522097571805
73.9979797979798         213.8201040046805
74.0030303030303         208.08300331471835
74.0080808080808         196.8049983362947
74.01313131313131        191.68439853908873
74.01818181818182        182.312157152891
74.02323232323232        177.7125888164767
74.02828282828283        171.1049435592606
74.03333333333333        164.1591682349204
74.03838383838384        158.45363792882836
74.04343434343434        153.84860475010223
74.04848484848485        149.41605696385736
74.05353535353535        145.01026224244458
74.05858585858586        140.82336136637295
74.06363636363636        140.63495746759196
74.06868686868687        134.069800722637
74.07373737373737        129.25634277017554
74.07878787878788        129.25634277017554
74.08383838383838        123.75893023147486
74.08888888888889        119.93260300473689
74.0939393939394         119.93260300473692
74.0989898989899         115.13269998164611
74.1040404040404         114.88809792569171
74.10909090909091        109.78331813032973
74.11414141414141        109.78331813032973
74.11919191919192        105.00531957953591
74.12424242424242        105.00531957953591
74.12929292929293        100.72969184822425
74.13434343434344        100.72969184822425
74.13939393939394        96.81889075818438
74.14444444444445        96.81889075818438
74.14949494949495        93.19075733234295
74.15454545454546        93.19075733234297
74.15959595959596        89.8211381946373
74.16464646464647        89.8211381946373
74.16969696969697        86.68871324817046
74.17474747474748        86.68871324817046
74.17979797979798        83.76936421982141
74.18484848484849        83.76936421982141
74.18989898989899        81.04166279647191
74.1949494949495         81.04166279647191
74.2                     78.48743873236717
