% Model:              emptyRoomFreq_itteratePermandCond.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 5 2023, 21:29
% Table:              Table 5 - Point Evaluation 1
% freq (MHz)                                      Point average: Electric field norm (V/m)
73.86999999999999                                 2300.474506208821
73.87008032128514                                 2300.474506208821
73.87016064257028                                 2300.474506208821
73.87024096385541                                 2337.9219263141085
73.87032128514056                                 2337.9219263141085
73.8704016064257                                  2337.9219263141085
73.87048192771084                                 2381.887412814378
73.87056224899598                                 2381.887412814378
73.87064257028113                                 2439.9801121196315
73.87072289156627                                 2439.9801121196315
73.87080321285141                                 2501.1397064918287
73.87088353413654                                 2501.1397064918287
73.87096385542169                                 2501.1397064918287
73.87104417670683                                 2501.1397064918287
73.87112449799196                                 2501.1397064918287
73.87120481927711                                 2539.9872657887227
73.87128514056225                                 2593.8671435224287
73.87136546184739                                 2593.8671435224287
73.87144578313251                                 2660.1202074776675
73.87152610441767                                 2660.1202074776675
73.87160642570282                                 2660.120207477668
73.87168674698796                                 2713.107903689946
73.87176706827309                                 2713.1079036899455
73.87184738955824                                 2768.5460845176945
73.87192771084338                                 2768.546084517694
73.8720080321285                                  2768.546084517694
73.87208835341366                                 2810.253825083957
73.8721686746988                                  2855.234558041306
73.87224899598394                                 2855.234558041306
73.87232931726906                                 2882.3345563811786
73.87240963855422                                 2882.334556381179
73.87248995983936                                 2975.6525033458674
73.8725702811245                                  2975.6525033458674
73.87265060240965                                 2975.6525033458674
73.87273092369479                                 2975.6525033458674
73.87281124497993                                 3094.8107229979487
73.87289156626505                                 3094.8107229979487
73.87297188755021                                 3094.8107229979487
73.87305220883535                                 3094.8107229979487
73.87313253012049                                 3222.661775632753
73.87321285140561                                 3222.661775632753
73.87329317269077                                 3222.661775632753
73.8733734939759                                  3256.2948253693426
73.87345381526104                                 3361.9368716965128
73.87353413654617                                 3361.9368716965128
73.87361445783132                                 3361.9368716965128
73.87369477911648                                 3395.4745795404
73.8737751004016                                  3510.951901165558
73.87385542168676                                 3510.951901165558
73.8739357429719                                  3510.951901165558
73.87401606425703                                 3545.7641278997444
73.87409638554216                                 3675.0982493738175
73.87417670682731                                 3675.0982493738175
73.87425702811245                                 3675.098249373818
73.87433734939759                                 3710.877694246367
73.87441767068273                                 3855.305044250602
73.87449799196787                                 3855.305044250602
73.87457831325301                                 3855.305044250602
73.87465863453814                                 4003.3202285062757
73.8747389558233                                  4003.3202285062757
73.87481927710844                                 4003.3202285062757
73.87489959839358                                 4161.590920234479
73.87497991967871                                 4161.590920234479
73.87506024096386                                 4161.590920234479
73.875140562249                                   4333.2119785978375
73.87522088353413                                 4333.211978597837
73.87530120481928                                 4333.211978597837
73.87538152610442                                 4519.60678698352
73.87546184738956                                 4519.60678698352
73.87554216867468                                 4547.585249883326
73.87562248995984                                 4724.321175286734
73.87570281124498                                 4724.321175286734
73.87578313253012                                 4751.8000712633675
73.87586345381526                                 4943.785938098092
73.87594377510041                                 4943.785938098092
73.87602409638555                                 5110.244812726228
73.87610441767067                                 5110.244812726228
73.87618473895583                                 5137.023038620899
73.87626506024097                                 5357.776622269333
73.87634538152611                                 5357.776622269333
73.87642570281123                                 5559.276718498274
73.87650602409639                                 5559.276718498274
73.87658634538153                                 5756.807149148926
73.87666666666667                                 5756.807149148926
73.87674698795179                                 5970.763783020797
73.87682730923694                                 5970.763783020797
73.8769076305221                                  6204.114351978013
73.87698795180722                                 6204.114351978013
73.87706827309238                                 6456.327868658778
73.87714859437752                                 6456.327868658778
73.87722891566266                                 6728.900111150341
73.87730923694778                                 6728.900111150341
73.87738955823293                                 7024.689432769698
73.87746987951807                                 7024.689432769698
73.87755020080321                                 7346.939160146706
73.87763052208834                                 7560.120956564091
73.87771084337349                                 7560.120956564091
73.87779116465863                                 7848.175234771972
73.87787148594376                                 8116.0616496120065
73.87795180722892                                 8116.0616496120065
73.87803212851406                                 8472.484313168234
73.8781124497992                                  8793.26964798333
73.87819277108433                                 8793.26964798333
73.87827309236948                                 9255.70335740752
73.87835341365462                                 9255.70335740752
73.87843373493976                                 9816.123567720815
73.8785140562249                                  9831.76942581355
73.87859437751004                                 10444.1079421094
73.87867469879518                                 10674.15205536115
73.8787550200803                                  11153.031382555902
73.87883534136546                                 11397.883584427238
73.8789156626506                                  11955.55822758963
73.87899598393575                                 12221.120831844206
73.87907630522088                                 12874.270008595237
73.87915662650603                                 13160.792942537913
73.87923694779117                                 13931.233403427148
73.8793172690763                                  14533.144446465594
73.87939759036145                                 15162.872925704427
73.87947791164659                                 15849.081221243117
73.87955823293173                                 16591.756809349758
73.87963855421685                                 17395.171215374696
73.87971887550201                                 18264.979890626026
73.87979919678715                                 19206.73364142494
73.87987951807229                                 20225.557113151404
73.87995983935741                                 21325.61281973761
73.88004016064258                                 22509.197993237045
73.88012048192772                                 23775.39923852281
73.88020080321284                                 25118.191185366788
73.880281124498                                   26523.90184792842
73.88036144578314                                 27968.119094088328
73.88044176706828                                 29469.40319102388
73.8805220883534                                  30873.60591957681
73.88060240963856                                 32153.68573439129
73.8806827309237                                  33224.824120017576
73.88076305220883                                 34000.444144020636
73.88084337349396                                 34407.733707328945
73.88092369477911                                 34404.83731599392
73.88100401606425                                 33992.07626297406
73.88108433734939                                 33211.85373355749
73.88116465863455                                 32137.290535189768
73.88124497991969                                 30855.109053574794
73.88132530120482                                 29449.70400155791
73.88140562248995                                 28142.000642712057
73.8814859437751                                  26539.272764661815
73.88156626506024                                 25246.011741232756
73.88164658634538                                 23774.72120995507
73.88172690763051                                 22476.353335087864
73.88180722891566                                 21303.73545745254
73.8818875502008                                  20208.62434577442
73.88196787148593                                 19191.056216248384
73.88204819277108                                 18250.58871049616
73.88212851405623                                 17382.073102371876
73.88220883534137                                 16579.81781440127
73.8822891566265                                  15838.337408175646
73.88236947791165                                 15152.363316662664
73.88244979919679                                 14516.938096485403
73.88253012048193                                 13927.480903454616
73.88261044176706                                 13625.085250125174
73.88269076305221                                 12875.982177892985
73.88277108433735                                 12588.290734128792
73.88285140562247                                 11952.915125213472
73.88293172690763                                 11690.256532089514
73.88301204819277                                 11148.838192107194
73.88309236947791                                 10907.178562895628
73.88317269076305                                 10440.818814512722
73.8832530120482                                  10218.35576622765
73.88333333333334                                 9888.032626603124
73.88341365461848                                 9522.10605633485
73.88349397590362                                 9217.228995485364
73.88357429718876                                 9217.228995485364
73.8836546184739                                  8755.469259918078
73.88373493975902                                 8755.469259918078
73.88381526104418                                 8410.403213080368
73.88389558232932                                 8084.682911174062
73.88397590361446                                 7861.1030835601
73.88405622489958                                 7861.103083560101
73.88413654618473                                 7565.617273315589
73.88421686746989                                 7326.4915047291715
73.88429718875501                                 7326.4915047291715
73.88437751004017                                 7048.672136453001
73.8844578313253                                  7028.278066299605
73.88453815261045                                 6734.840268469965
73.88461847389557                                 6734.840268469965
73.88469879518073                                 6453.175341138542
73.88477911646586                                 6453.175341138542
73.884859437751                                   6199.663190571821
73.88493975903613                                 6199.663190571821
73.88502008032128                                 5968.101511729899
73.88510040160642                                 5968.101511729899
73.88518072289156                                 5752.263308908333
73.8852610441767                                  5752.263308908333
73.88534136546185                                 5550.63256499786
73.885421686747                                   5550.63256499786
73.88550200803212                                 5362.496581765497
73.88558232931727                                 5362.4965817654975
73.88566265060241                                 5186.619742011385
73.88574297188755                                 5186.619742011385
73.88582329317268                                 5021.777703778831
73.88590361445783                                 5021.777703778831
73.88598393574297                                 4994.651353891538
73.8860642570281                                  4798.353117642151
73.88614457831325                                 4798.353117642151
73.88622489959839                                 4769.450697910477
73.88630522088353                                 4584.454120223692
73.88638554216867                                 4584.454120223692
73.88646586345382                                 4556.808009203451
73.88654618473896                                 4392.171984758919
73.8866265060241                                  4392.17198475892
73.88670682730923                                 4392.171984758919
73.88678714859438                                 4217.378443172612
73.88686746987952                                 4217.378443172612
73.88694779116464                                 4217.378443172612
73.8870281124498                                  4052.4998859296893
73.88710843373494                                 4052.4998859296893
73.88718875502008                                 4052.4998859296893
73.8872690763052                                  3901.427273219977
73.88734939759036                                 3901.427273219977
73.88742971887551                                 3901.427273219977
73.88751004016065                                 3761.5038822023917
73.88759036144579                                 3761.503882202391
73.88767068273093                                 3761.503882202391
73.88775100401607                                 3631.115434406129
73.88783132530119                                 3631.115434406129
73.88791164658635                                 3631.1154344061288
73.88799196787149                                 3595.4773232305074
73.88807228915663                                 3470.9567084263485
73.88815261044175                                 3470.956708426348
73.8882329317269                                  3470.956708426348
73.88831325301204                                 3436.0076775081475
73.88839357429718                                 3323.5552158798564
73.88847389558234                                 3323.5552158798564
73.88855421686748                                 3323.5552158798564
73.88863453815262                                 3289.6889981394906
73.88871485943774                                 3188.417187711354
73.8887951807229                                  3188.417187711354
73.88887550200803                                 3188.417187711354
73.88895582329317                                 3188.417187711354
73.8890361445783                                  3065.118390836108
73.88911646586345                                 3065.118390836108
73.88919678714859                                 3065.1183908361086
73.88927710843373                                 3065.1183908361086
73.88935742971887                                 2948.474578911244
73.88943775100401                                 2948.474578911244
73.88951807228916                                 2948.474578911244
73.88959839357429                                 2948.474578911244
73.88967871485944                                 2906.8604594557005
73.88975903614458                                 2815.47145473465
73.88983935742972                                 2815.47145473465
73.88991967871485                                 2815.47145473465
73.89                                             2815.47145473465
