% Model:              emptyRoomFreq_itteratePermandCond.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 5 2023, 18:51
% Table:              Table 5 - Point Evaluation 1
% freq (MHz)             Point average: Electric field norm (V/m)
73.7                     180.02609243794362
73.70505050505051        186.18755983308796
73.71010101010101        192.82874587324963
73.71515151515152        199.87809048174992
73.72020202020202        207.4064014532021
73.72525252525253        215.47050866918292
73.73030303030303        224.09256625786506
73.73535353535354        233.33367823403972
73.74040404040404        243.24672197062563
73.74545454545455        253.88681030682835
73.75050505050505        265.3099198311054
73.75555555555556        277.57056423696844
73.76060606060607        290.7181735575485
73.76565656565657        304.791640486121
73.77070707070708        319.8113598429059
73.77575757575758        335.76797053405465
73.78080808080809        352.6070019787514
73.78585858585859        370.2088867801005
73.7909090909091         388.36458816408447
73.7959595959596         406.7487563707708
73.8010101010101         424.8951906863349
73.80606060606061        442.1833637082698
73.81111111111112        457.848724976063
73.81616161616162        471.03058479419786
73.82121212121213        480.8653710419415
73.82626262626263        486.6172180725282
73.83131313131314        487.8159737964522
73.83636363636364        484.3575116253651
73.84141414141415        476.5272789645985
73.84646464646465        464.93724968664884
73.85151515151516        450.40200887209625
73.85656565656566        433.7991079419186
73.86161616161617        415.95357099152403
73.86666666666667        397.56609667556273
73.87171717171718        379.1843770423174
73.87676767676768        361.2057653880234
73.88181818181819        343.8973714716365
73.8868686868687         327.4225710252613
73.8919191919192         311.8671321802936
73.8969696969697         297.2616814188749
73.90202020202021        283.599509974896
73.90707070707072        270.8499300241427
73.91212121212122        258.9678906742311
73.91717171717173        247.9006723508726
73.92222222222223        237.5924046146402
73.92727272727274        227.98701575097758
73.93232323232324        219.03008094473049
73.93737373737375        210.66991336322008
73.94242424242425        202.8581452829411
73.94747474747476        195.5916341984681
73.95252525252525        188.69534319524004
73.95757575757575        182.27434882419558
73.96262626262626        176.24465295255868
73.96767676767676        170.57347488110102
73.97272727272727        165.23263421221057
73.97777777777777        160.19627387407988
73.98282828282828        155.44089081776806
73.98787878787878        150.9451270391321
73.99292929292929        146.6895624905346
73.9979797979798         142.65652600397553
74.0030303030303         138.82992313076417
74.0080808080808         135.1950802588138
74.01313131313131        131.7386040708842
74.01818181818182        128.44825521294985
74.02323232323232        125.31283496369046
74.02828282828283        122.32208370044847
74.03333333333333        119.4665899994734
74.03838383838384        116.73770927999318
74.04343434343434        114.12749098830474
74.04848484848485        111.62861340398148
74.05353535353535        109.23432523908457
74.05858585858586        106.93839328795653
74.06363636363636        104.73505546030705
74.06868686868687        102.61897860607333
74.07373737373737        100.58522060471454
74.07878787878788        98.62919625097457
74.08383838383838        96.74664652354829
74.08888888888889        94.93361086844473
74.0939393939394         93.1864021727145
74.0989898989899         91.50158414018293
74.1040404040404         89.87595081419646
74.10909090909091        88.30650802140543
74.11414141414141        86.79045653624003
74.11919191919192        85.32517678811708
74.12424242424242        83.90821495358422
74.12929292929293        82.53727029318766
74.13434343434344        81.21018360797173
74.13939393939394        79.92492670476292
74.14444444444445        78.67959277090904
74.14949494949495        77.47238757031393
74.15454545454546        76.30162138174298
74.15959595959596        75.16570160856074
74.16464646464647        74.06312599719514
74.16969696969697        72.992476407195
74.17474747474748        71.95241308244591
74.17979797979798        71.00323198291952
74.18484848484849        69.95911085023575
74.18989898989899        69.05877115533896
74.1949494949495         68.08532581188322
74.2                     67.17154873580937
