% Model:              biconRoom_Q_4.12.22.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 9 2023, 11:41
% Table:              Table 1 - Global Evaluation 1 (emw.Vport_1)
% freq (MHz)                                      LPV (V)
50                                                1.5954585287275629
50.090090090090094                                1.5954585287275629
50.18018018018017                                 1.5954585287275629
50.270270270270274                                1.595458528727563
50.36036036036036                                 1.595458528727563
50.45045045045045                                 1.595458528727563
50.54054054054053                                 1.595458528727563
50.630630630630634                                1.595458528727563
50.72072072072072                                 1.5954585287275629
50.81081081081081                                 1.6599985639263255
50.9009009009009                                  1.6599985639263257
50.990990990990994                                1.6599985639263255
51.081081081081074                                1.6599985639263257
51.171171171171174                                1.6599985639263257
51.26126126126126                                 1.7283368061372109
51.351351351351354                                1.7283368061372109
51.441441441441434                                1.728336806137211
51.531531531531535                                1.728336806137211
51.62162162162162                                 1.728336806137211
51.71171171171171                                 1.7283368061372109
51.8018018018018                                  1.8021168299368293
51.891891891891895                                1.8021168299368293
51.981981981981974                                1.8021168299368293
52.072072072072075                                1.8021168299368293
52.16216216216216                                 1.8021168299368293
52.252252252252255                                1.8021168299368293
52.342342342342334                                1.8754568933146938
52.432432432432435                                1.875456893314694
52.52252252252252                                 1.8754568933146938
52.61261261261261                                 1.875456893314694
52.7027027027027                                  1.875456893314694
52.792792792792795                                1.875456893314694
52.882882882882875                                1.875456893314694
52.97297297297297                                 1.9523175655999851
53.06306306306306                                 1.9523175655999851
53.153153153153156                                1.9523175655999851
53.243243243243235                                1.9523175655999851
53.333333333333336                                1.9523175655999851
53.42342342342342                                 2.030688405448795
53.51351351351351                                 2.030688405448795
53.6036036036036                                  2.030688405448795
53.693693693693696                                2.030688405448795
53.78378378378378                                 2.030688405448795
53.87387387387387                                 2.030688405448795
53.96396396396396                                 2.030688405448795
54.054054054054056                                2.1085828288498867
54.144144144144136                                2.1085828288498867
54.234234234234236                                2.1085828288498867
54.32432432432432                                 2.1085828288498867
54.41441441441441                                 2.1908608842138255
54.5045045045045                                  2.1908608842138255
54.5945945945946                                  2.1908608842138255
54.68468468468468                                 2.1908608842138255
54.77477477477477                                 2.1908608842138255
54.86486486486486                                 2.1908608842138255
54.95495495495496                                 2.190860884213826
55.045045045045036                                2.265176734214023
55.13513513513514                                 2.265176734214023
55.22522522522522                                 2.2651767342140237
55.31531531531531                                 2.2651767342140237
55.405405405405396                                2.355542344016819
55.4954954954955                                  2.355542344016819
55.585585585585584                                2.355542344016819
55.67567567567567                                 2.355542344016819
55.765765765765764                                2.355542344016819
55.85585585585586                                 2.4316078509580503
55.94594594594594                                 2.4316078509580503
56.03603603603604                                 2.4316078509580503
56.126126126126124                                2.4316078509580503
56.21621621621621                                 2.4316078509580503
56.3063063063063                                  2.519843290114187
56.3963963963964                                  2.5198432901141876
56.486486486486484                                2.5198432901141876
56.57657657657657                                 2.519843290114187
56.666666666666664                                2.5940133018897478
56.75675675675676                                 2.5940133018897473
56.84684684684684                                 2.5940133018897473
56.93693693693694                                 2.5940133018897473
57.027027027027025                                2.5940133018897473
57.11711711711712                                 2.6853554452017634
57.2072072072072                                  2.6853554452017634
57.2972972972973                                  2.6853554452017643
57.387387387387385                                2.7540209669892595
57.47747747747747                                 2.754020966989259
57.567567567567565                                2.754020966989259
57.65765765765766                                 2.7540209669892595
57.74774774774774                                 2.754020966989259
57.83783783783783                                 2.8413478733700566
57.927927927927925                                2.8413478733700566
58.01801801801802                                 2.841347873370057
58.1081081081081                                  2.9019412871442944
58.1981981981982                                  2.9019412871442944
58.288288288288285                                2.9019412871442944
58.37837837837837                                 3.004731620776115
58.468468468468465                                3.004731620776115
58.55855855855856                                 3.004731620776115
58.64864864864864                                 3.004731620776115
58.73873873873873                                 3.0348270837896028
58.82882882882883                                 3.0348270837896028
58.91891891891892                                 3.13300035766124
59.009009009009                                   3.13300035766124
59.0990990990991                                  3.13300035766124
59.18918918918919                                 3.158676278870211
59.27927927927927                                 3.158676278870211
59.369369369369366                                3.2571107718843746
59.45945945945946                                 3.2571107718843746
59.549549549549546                                3.2720206859475964
59.63963963963963                                 3.2720206859475964
59.729729729729726                                3.2720206859475964
59.81981981981982                                 3.3611572825256095
59.909909909909906                                3.3949525914713856
60                                                3.394952591471386
60.09009009009009                                 3.3949525914713856
60.18018018018017                                 3.484206886317752
60.270270270270274                                3.5116272909527577
60.36036036036036                                 3.5116272909527577
60.45045045045045                                 3.5116272909527577
60.54054054054053                                 3.5923688667713605
60.630630630630634                                3.6245421507622
60.72072072072072                                 3.6245421507622
60.8108108108108                                  3.7104987686052744
60.9009009009009                                  3.7104987686052744
60.990990990990994                                3.7272335581965415
61.081081081081074                                3.8173804780866623
61.17117117117116                                 3.8173804780866623
61.26126126126126                                 3.8228293829463436
61.351351351351354                                3.9080233996913463
61.441441441441434                                3.9080233996913463
61.53153153153153                                 4.020805162526388
61.62162162162162                                 4.020805162526388
61.71171171171171                                 4.020805162526388
61.8018018018018                                  4.020805162526388
