% Model:              biconRoom_Q_4.12.22.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 9 2023, 14:00
% Table:              Table 8 - Average E
% freq (MHz)                                      Point average: abs(emw.Ex) (V/m)                  Point average: abs(emw.Ey) (V/m)                  Point average: abs(emw.Ez) (V/m)                  Point average: Electric field norm (V/m)
50                                                1.6940501128493652                                0.10853677152485382                               0.11458993915120642                               1.7143473081835356
50.090090090090094                                1.6940501128493652                                0.10853677152485383                               0.11458993915120644                               1.7143473081835354
50.18018018018017                                 1.6940501128493652                                0.10853677152485385                               0.11458993915120644                               1.7143473081835356
50.270270270270274                                1.6940501128493652                                0.10853677152485385                               0.11458993915120642                               1.7143473081835356
50.36036036036036                                 1.6940501128493652                                0.10853677152485383                               0.11458993915120642                               1.7143473081835356
50.45045045045045                                 1.6940501128493652                                0.10853677152485382                               0.11458993915120641                               1.7143473081835356
50.54054054054053                                 1.6940501128493652                                0.10853677152485382                               0.11458993915120642                               1.7143473081835354
50.630630630630634                                1.6940501128493652                                0.10853677152485382                               0.11458993915120642                               1.7143473081835354
50.72072072072072                                 1.6940501128493652                                0.10853677152485382                               0.11458993915120644                               1.7143473081835354
50.81081081081081                                 1.7265273182221006                                0.11204241759848954                               0.11819486631887001                               1.7474616259620874
50.9009009009009                                  1.7265273182221006                                0.11204241759848955                               0.11819486631887002                               1.7474616259620874
50.990990990990994                                1.7265273182221006                                0.11204241759848954                               0.11819486631887004                               1.7474616259620874
51.081081081081074                                1.7265273182221006                                0.11204241759848951                               0.11819486631887002                               1.7474616259620874
51.171171171171174                                1.7265273182221006                                0.11204241759848953                               0.11819486631887002                               1.7474616259620874
51.26126126126126                                 1.7606435288575222                                0.11578273750591928                               0.12205793941948923                               1.78228277100111
51.351351351351354                                1.760643528857522                                 0.11578273750591926                               0.12205793941948924                               1.78228277100111
51.441441441441434                                1.7606435288575222                                0.11578273750591928                               0.12205793941948923                               1.78228277100111
51.531531531531535                                1.7606435288575222                                0.11578273750591928                               0.12205793941948925                               1.78228277100111
51.62162162162162                                 1.7606435288575222                                0.11578273750591929                               0.12205793941948924                               1.78228277100111
51.71171171171171                                 1.7606435288575222                                0.11578273750591928                               0.12205793941948925                               1.7822827710011104
51.8018018018018                                  1.7974750098530705                                0.11983670985331438                               0.12624613370940413                               1.8198834450989871
51.891891891891895                                1.7974750098530705                                0.1198367098533144                                0.12624613370940413                               1.8198834450989871
51.981981981981974                                1.7974750098530707                                0.1198367098533144                                0.12624613370940416                               1.8198834450989871
52.072072072072075                                1.7974750098530705                                0.11983670985331442                               0.12624613370940416                               1.8198834450989871
52.16216216216216                                 1.7974750098530705                                0.11983670985331442                               0.12624613370940413                               1.8198834450989871
52.252252252252255                                1.7974750098530705                                0.11983670985331442                               0.12624613370940416                               1.8198834450989871
52.342342342342334                                1.8339774414279162                                0.12387957851408306                               0.13042205355028533                               1.8571576518984552
52.432432432432435                                1.8339774414279162                                0.12387957851408304                               0.13042205355028533                               1.8571576518984556
52.52252252252252                                 1.8339774414279162                                0.12387957851408302                               0.13042205355028536                               1.8571576518984556
52.61261261261261                                 1.8339774414279162                                0.123879578514083                                 0.13042205355028536                               1.8571576518984556
52.7027027027027                                  1.8339774414279162                                0.12387957851408303                               0.13042205355028533                               1.8571576518984556
52.792792792792795                                1.8339774414279162                                0.123879578514083                                 0.13042205355028533                               1.8571576518984552
52.882882882882875                                1.8339774414279162                                0.123879578514083                                 0.13042205355028538                               1.8571576518984552
52.97297297297297                                 1.8723700962778937                                0.1281179903505945                                0.13479120188284494                               1.8963507923240854
53.06306306306306                                 1.8723700962778937                                0.12811799035059446                               0.13479120188284496                               1.8963507923240854
53.153153153153156                                1.8723700962778937                                0.12811799035059446                               0.13479120188284496                               1.8963507923240854
53.243243243243235                                1.8723700962778937                                0.1281179903505945                                0.13479120188284496                               1.8963507923240854
53.333333333333336                                1.8723700962778937                                0.1281179903505945                                0.13479120188284496                               1.8963507923240854
