% Model:              emptyRoomFullFeature_9.14.21_v5.6_PaulsRoom_volumeAvg.mph
% Version:            COMSOL 5.6.0.401
% Date:               Sep 27 2021, 08:41
% Table:              Table 5 - Point Evaluation 1
% freq (MHz)             abs(emw.Ex) (V/m), Point: (0, 0, 0)
150                      1.324779181595777
150.2902902902903        1.3782199346545057
150.58058058058054       1.5082292356787936
150.87087087087087       0.7382257760161388
151.16116116116117       1.040754532260682
151.45145145145145       1.0580367909602406
151.74174174174175       1.042306324702032
152.032032032032         0.9994389362488576
152.3223223223223        0.9727270478614853
152.61261261261262       0.9208594599681075
152.9029029029029        0.885065508037555
153.1931931931932        0.8392509478478754
153.4834834834835        0.7958347993409538
153.77377377377374       0.7731247309912403
154.06406406406404       0.7182201294626152
154.35435435435434       0.6936327615431119
154.64464464464464       0.6416992038183551
154.93493493493494       0.6199497134778278
155.22522522522522       0.5738053594429746
155.5155155155155        0.5413919627171425
155.80580580580582       0.5979071828124707
156.0960960960961        0.4219350823452123
156.3863863863864        0.4008782706605647
156.67667667667666       0.3753487742410985
156.96696696696694       0.33845722661215966
157.25725725725724       0.31382241312250986
157.54754754754754       0.2873198159942869
157.83783783783784       0.2514562445605138
158.12812812812814       0.21506757506889398
158.4184184184184        0.18194064206955177
158.70870870870868       0.15010387836677433
158.99899899899899       0.12569790057236563
159.2892892892893        0.11400198831321967
159.5795795795796        0.14458715405419112
159.86986986986986       0.03107693646934603
160.16016016016016       0.0428742441631535
160.45045045045043       0.06316559908223557
160.74074074074073       0.10014937346383415
161.03103103103103       0.13470954292794168
161.3213213213213        0.16543286602899385
161.6116116116116        0.196697343835351
161.90190190190188       0.22604823614701752
162.19219219219215       0.25388711039455025
162.48248248248248       1.3093063488507946
162.77277277277278       0.406812360552113
163.06306306306305       0.3894363587141687
163.35335335335336       0.4211650008175741
163.64364364364363       0.44525710028927523
163.93393393393393       0.4895843432910727
164.22422422422423       0.48094508281810966
164.5145145145145        0.6458086319284506
164.8048048048048        0.6643893663436169
165.0950950950951        0.7222588100007926
165.38538538538535       0.7633228158543574
165.67567567567568       0.8400514339447388
165.96596596596598       0.90244412139897
166.25625625625625       0.99156360051669
166.54654654654655       1.0969885547064613
166.8368368368368        1.2276993886581669
167.1271271271271        1.401892950997383
167.41741741741743       1.7052980132889035
167.7077077077077        2.2262588762888784
167.997997997998         3.7483395204486185
168.2882882882883        73.40903020018882
168.57857857857854       2.553234001821843
168.86886886886887       1.0638110572665385
169.15915915915917       0.01905788259650086
169.44944944944945       0.20683663859675203
169.73973973973975       0.4137388861566278
170.03003003003          0.529131665699579
170.3203203203203        0.651168539333105
170.61061061061062       0.7306086365866046
170.9009009009009        0.8379939931665713
171.1911911911912        0.910949384284826
171.48148148148147       0.9872781612620213
171.77177177177174       1.062538293036648
172.06206206206204       1.1333443491014294
172.35235235235234       1.203694621919185
172.64264264264264       1.274195675177906
172.93293293293294       1.3440312870660172
173.22322322322321       1.425033217297194
173.5135135135135        1.604746006617699
173.80380380380382       1.546874117208523
174.0940940940941        1.6531059187351385
174.3843843843844        1.7804507619142376
174.6746746746747        3.784306431005367
174.96496496496493       1.6601078288876872
175.25525525525524       1.8089315858750834
175.54554554554554       1.907801472595688
175.83583583583584       2.020430309028903
176.12612612612614       2.120847157924403
176.4164164164164        2.220336820875893
176.70670670670668       2.323753878778247
176.99699699699696       2.4638687313671745
177.28728728728728       2.459819456596273
177.57757757757759       2.7545976607566898
177.86786786786786       2.6909858172177934
178.15815815815816       2.815851043710915
178.44844844844843       2.933914772428156
178.73873873873873       3.0156765661029237
179.02902902902903       2.346085340553277
179.31931931931933       3.5923111004477324
179.6096096096096        3.5542884002736645
179.89989989989988       3.8181832275560965
